id,element,useCase,type,component
1,User:validation failed message,report generation,boundary,validationfailedmessage
2,User:report page,report generation,boundary,loginpage
3,User:report button,report generation,boundary,addvewbutton
4,User:validation failed message,report generation,boundary,validationfailedmessage
5,print the document:printer,report generation,control,filedownloadinterface
6,choose file page:validate file choise,report generation,boundary,validationfailedmessage
7,validate the role of users:choose file page,report generation,boundary,loginpage
8,validate file choise:document database,report generation,boundary,specificdocumentrecord
9,generate report page:report page,report generation,boundary,loginpage
10,validate file choise:generate report page,report generation,boundary,loginpage
11,report page:print the document,report generation,boundary,specificdocumentrecord
12,report button:validate the role of users,report generation,boundary,validationfailedmessage
13,validate the role of users:user,report generation,entity,User
14,validate file choise:validation failed message,report generation,boundary,validationfailedmessage
15,validate the role of users:validation failed message,report generation,boundary,validationfailedmessage
16,stl#User:validation failed message,report generation,Stimulus,undefined
17,stl#User:report page,report generation,Stimulus,undefined
18,stl#User:report button,report generation,Stimulus,undefined
19,stl#User:validation failed message,report generation,Stimulus,undefined
