id,element,useCase,type,component
1,User : type in contact's new information,edit contacts information,control,Contacts information profile
2,User :click contact's id,edit contacts information,boundary,Contacts list file
3,User :Homepage,edit contacts information,boundary,Homepage
4,User :click "edit" button,edit contacts information,boundary,Clicksubmit
5,User :Edit Contact page,edit contacts information,boundary,Contacts list file
6,User :Homepage,edit contacts information,boundary,Homepage
7, type in contact's new information:check staff��s authority,edit contacts information,control,worker��sauthorityapproved
8,Show confirmation:Contact db,edit contacts information,boundary,Contacts list file
9,Display a text field for input:check staff��s authority,edit contacts information,control,worker��sauthorityapproved
10,click contact's id:Display a text field for input,edit contacts information,boundary,mass mailing template
11,click "edit" button:Display a text field for input,edit contacts information,boundary,mass mailing template
12,Edit Contact page:Edit contact information,edit contacts information,control,Contacts information profile
13,Show confirmation:Edit Contact page,edit contacts information,boundary,Contacts list file
14,Edit contact information:Show confirmation,edit contacts information,control,Contacts information profile
15,update contact's information in Salesforce:Homepage,edit contacts information,boundary,Homepage
16,Show confirmation:Homepage,edit contacts information,boundary,Homepage
17,check staff��s authority:worker��s authority approved,edit contacts information,control,worker��sauthorityapproved
18,update contact's information in Salesforce:contacts db,edit contacts information,boundary,Contacts list file
19,worker��s authority approved:update contact's information in Salesforce,edit contacts information,control,Contacts information profile
20,stl#User : type in contact's new information,edit contacts information,Stimulus,undefined
21,stl#User :click contact's id,edit contacts information,Stimulus,undefined
22,stl#User :Homepage,edit contacts information,Stimulus,undefined
23,stl#User :click "edit" button,edit contacts information,Stimulus,undefined
24,stl#User :Edit Contact page,edit contacts information,Stimulus,undefined
25,stl#User :Homepage,edit contacts information,Stimulus,undefined
