id,element,useCase,type,component
1,Admin:course information is no t valid message,Verify new course,boundary,Invalidenteredinformation
2,Admin:course list,Verify new course,control,savecourseinfo
3,Admin:course informaton,Verify new course,control,savecourseinfo
4,send email to trianer:Email protocol,Verify new course,control,Emailprotocol
5,save the acceptance information:acceptance,Verify new course,control,acceptance
6,save course info:course,Verify new course,control,savecourseinfo
7,load course information:course,Verify new course,control,savecourseinfo
8,save the acceptance information:course information is no t valid message,Verify new course,boundary,Invalidenteredinformation
9,course informaton:save the acceptance information,Verify new course,control,acceptance
10,load course information:course informaton,Verify new course,control,savecourseinfo
11,course list:load course information,Verify new course,control,savecourseinfo
12,load course information:save course info,Verify new course,control,savecourseinfo
13,save the acceptance information:send email to trianer,Verify new course,control,Emailprotocol
14,stl#Admin:course information is no t valid message,Verify new course,Stimulus,undefined
15,stl#Admin:course list,Verify new course,Stimulus,undefined
16,stl#Admin:course informaton,Verify new course,Stimulus,undefined
