NUM,Project,Tran_Num,UseCase_Num,Activity_Num,Actor_Num,Avg_Actor,Boundary_Num,ControlNum,Entity_Num,Component_num,Attribute_num,Operation_num,class_num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD,Arch_Diff,Type,Effort_Norm,Norm_Factor,KSLOC,Effort,UAW,TCF,EF,Simple_UC, Average_UC, Complex_UC, Effort_Norm_UCP, Effort_Norm_COCOMO, UUCP, UCP,EUCP,EXUCP,DUCP,SWTI,SWTII,SWTIII,NOET,NOAAE,NORT,NEM,NSR,NOA,NOS,WMC,MPC,NOCH,DIT,CBO,NIVPC,NUMS,NCI,NCIF,RR,NTLC,ANWMC,ADIT,NOCPBC,EIF,ILF,DET,FTR,NT,NOC,NOA,NOA,NOUC,NOR,ANAPUC,ANRPUC,UCP,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCAL,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT,Num_User_Story, Num_Tasks, project_manager_estimate, developer_estimate,transaction_file
1,Amer_I_Can_Re_Up,100,40,213,0,0,77,134,20,166,55,0,20,20,0,0,0,0,0,0,0,0,0,15,0,2.75,0,0,0,0,2.75,0,0,0,0,33,0,58,0,33,42,58,8.068965517,4.735732476,38.21246205,Unknown,NA,NA,NA,1716,0,1,1,6,9,5,0,0,195,195,250,247,232,250,247,232,0,55,0,0,0,0,20,0,0,0,0,0,2.75,0,0,0,0,20,0,0,0,0,0,0,0,4,20,0,0,20,0,0,0,0,20,0,0,0,0,0,55,0,0,0,2.75,0,0,20,2.75,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2011-2012\XMIsV1.1\Amer_I_Can_Re_Up/2018-7-14@1534294734651\transactionEvaluation.csv
1,Art_Crafts_Website,34,18,79,0,0,46,18,9,61,10,0,9,9,0,0,0,0,0,0,0,0,0,5,0,1.111111111,0,0,0,0,1.111111111,0,0,0,0,11,0,15,0,11,19,15,9.666666667,4.153846154,40.15384615,Unknown,NA,NA,NA,137,0,1,1,2,7,0,0,0,80,80,110,108,100,110,108,100,0,10,0,0,0,0,9,0,0,0,0,0,1.111111111,0,0,0,0,9,0,0,0,0,0,0,0,3,9,0,0,9,0,0,0,0,9,0,0,0,0,0,10,0,0,0,1.111111111,0,0,9,1.111111111,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2012-2013\XMIsV1.1\Art_Crafts_Website/2018-7-14@1534295535014\transactionEvaluation.csv
1,F13a_Cityof_LosAngeles_Personnel_Department_Mobile_Applications,59,14,111,2,0,40,82,24,87,23,30,24,24,0,0,0,0,29,0,0,0,30,1,1.25,0.958333333,1.208333333,0,0,0,0.958333333,3,0,0,0,7,0,19,2,7,40,19,18.21052632,3.478445449,63.34432239,Unknown,NA,NA,NA,1328,0,1,1,0,4,3,0,0,85,85,75,73,72,75,73,72,0,23,0,30,30,0,7,3,1.25,0,0,0,0.958333333,0,0,0,0,24,0.125,0,0,0,0,0,0,6,24,0,0,7,0,0,0,0,24,0,0,0,30,29,23,0,1.25,1.208333333,0.958333333,0,0,24,0.958333333,0,0,0,0,1.208333333,30,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\F13a_Cityof_LosAngeles_Personnel_Department_Mobile_Applications/2018-7-14@1534295859915\transactionEvaluation.csv
1,F13a_LA_Commons_upgradeof_website,81,22,172,0,0,78,72,15,126,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,28,0,17,53,28,13.53571429,4.952636659,67.03747478,Unknown,NA,NA,NA,1193,0,1,1,0,2,9,0,0,155,155,165,170,162,165,170,162,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,8,15,0,0,11,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\F13a_LA_Commons_upgradeof_website/2018-7-14@1534295859916\transactionEvaluation.csv
1,F13a_LiveRiot_Video_Editing_System_and_socialNetworking_enhancement,189,50,296,0,0,89,264,20,224,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,90,0,16,99,90,10.6,6.378067656,67.60751715,Unknown,NA,NA,NA,432,0,1,1,10,0,15,0,0,275,275,205,224,215,205,224,215,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,25,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\F13a_LiveRiot_Video_Editing_System_and_socialNetworking_enhancement/2018-7-14@1534295859916\transactionEvaluation.csv
1,F13a_MedFRS_Device_Diagnostic_Software,281,36,397,0,0,183,200,20,300,32,20,20,20,0,0,0,0,3,0,0,0,20,6,1,1.6,0.15,0,0,0,1.6,1.2,0,0,0,32,0,64,0,32,217,64,26.71875,6.192298701,165.4504809,Unknown,NA,NA,NA,1506.32,0,1,1,1,0,17,0,0,260,260,260,273,275,260,273,275,0,32,0,20,20,0,18,1.2,1,0,0,0,1.6,0,0,0,0,20,0.06,0,0,0,0,0,0,19,20,0,0,18,0,0,0,0,20,0,0,0,20,3,32,0,1,0.15,1.6,0,0,20,1.6,0,0,0,0,0.15,20,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\F13a_MedFRS_Device_Diagnostic_Software/2018-7-14@1534295859918\transactionEvaluation.csv
1,F13a_Mission_Science_Information_and Data_Management_System,39,20,84,0,0,42,24,14,60,25,0,14,14,0,0,0,0,0,0,0,0,0,5,0,1.785714286,0,0,0,0,1.785714286,0,0,0,0,18,0,21,0,18,18,21,6.571428571,3.5004329,23.00284477,Unknown,NA,NA,NA,512,0,1,1,2,7,1,0,0,95,95,90,86,70,90,86,70,0,25,0,0,0,0,10,0,0,0,0,0,1.785714286,0,0,0,0,14,0,0,0,0,0,0,0,5,14,0,0,10,0,0,0,0,14,0,0,0,0,0,25,0,0,0,1.785714286,0,0,14,1.785714286,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\F13a_Mission_Science_Information_and Data_Management_System/2018-7-14@1534295859917\transactionEvaluation.csv
1,F13a_OnlineWedding_Management_System,88,30,179,0,0,68,54,20,131,37,7,20,20,0,0,0,0,0,0,0,0,7,6,0.35,1.85,0,0,0,0,1.85,0.6,0,0,0,28,0,52,0,28,36,52,6.942307692,4.786701028,33.23075137,Unknown,NA,NA,NA,8224.72,0,1,1,1,8,6,0,0,175,175,205,203,182,205,203,182,0,37,0,7,7,0,15,0.6,0.35,0,0,0,1.85,0,0,0,0,20,0.03,0,0,0,0,0,0,2,20,0,0,15,0,0,0,0,20,0,0,0,7,0,37,0,0.35,0,1.85,0,0,20,1.85,0,0,0,0,0,7,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\F13a_OnlineWedding_Management_System/2018-7-14@1534295859918\transactionEvaluation.csv
1,F13a_Spherical_Modeling_Tool,159,46,332,0,0,64,312,36,252,15,64,36,36,0,0,0,0,1,0,1,0,64,0,1.777777778,0.416666667,0.027777778,0,0.027777778,0,0.416666667,7.5,0,0,0,18,0,83,0,18,76,83,9.240963855,3.14608936,29.07289806,Unknown,NA,NA,NA,1741.92,0,1,1,2,4,17,0,0,305,305,295,286,267,295,286,267,0,15,1,64,64,0,23,7.5,1.777777778,0,0,0,0.416666667,0,0,0,0,36,0.208333333,0,0,0,0,0,0,7,36,0,0,23,0,0,0,0,36,0,0,1,64,1,15,0,1.777777778,0.027777778,0.416666667,0,0,36,0.416666667,0,0,0,0,0.027777778,64,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\F13a_Spherical_Modeling_Tool/2018-7-14@1534295859919\transactionEvaluation.csv
1,F13a_Surgery_Assist,144,42,285,0,0,167,28,26,212,71,72,26,26,0,0,0,0,6,0,0,0,72,2,2.769230769,2.730769231,0.230769231,0,0,0,2.730769231,3.9,0,0,0,43,0,56,0,43,88,56,10.53571429,5.927966765,62.45536414,Unknown,NA,NA,NA,1092.88,0,1,1,2,6,13,0,0,265,265,265,272,277,265,272,277,0,71,0,72,72,0,21,3.9,2.769230769,0,0,0,2.730769231,0,0,0,0,26,0.15,0,0,0,0,0,0,5,26,0,0,21,0,0,0,0,26,0,0,0,72,6,71,0,2.769230769,0.230769231,2.730769231,0,0,26,2.730769231,0,0,0,0,0.230769231,72,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\F13a_Surgery_Assist/2018-7-14@1534295859919\transactionEvaluation.csv
