id,element,useCase,type,component
1,User:click confirm ,Delete Sponser,boundary,ClickonAdd
2,User:Click delete sponser button,Delete Sponser,boundary,ClickonAdd
3,User:Homepage,Delete Sponser,boundary,Homepage
4,Click delete sponser button:pop delete confirm  information,Delete Sponser,boundary,Administrator Profile
5,delete sponser:Homepage,Delete Sponser,boundary,Homepage
6,click confirm :delete sponser,Delete Sponser,boundary,Sponsor
7,delete sponser:sponser db,Delete Sponser,boundary,Sponsor
8,pop delete confirm  information:delete sponser,Delete Sponser,boundary,Sponsor
9,stl#User:click confirm ,Delete Sponser,Stimulus,undefined
10,stl#User:Click delete sponser button,Delete Sponser,Stimulus,undefined
11,stl#User:Homepage,Delete Sponser,Stimulus,undefined
