id,element,useCase,type,component
1,User:enters upto 5 tasks page,Add tasks in ttBox,control,enteredtaskswillbedisplayedinthettBox
2,User:Homepage,Add tasks in ttBox,boundary,Homepage
3,user will be prompted to enter sacrifices:Homepage,Add tasks in ttBox,boundary,Homepage
4,Show confirmation:Homepage,Add tasks in ttBox,boundary,Homepage
5,Show confirmation:Task db,Add tasks in ttBox,entity,Taskdb
6,Show confirmation:enters upto 5 tasks page,Add tasks in ttBox,control,enteredtaskswillbedisplayedinthettBox
7,user will be prompted to enter sacrifices:Show confirmation,Add tasks in ttBox,control,Showconfirmation
8,user will be prompted to enter sacrifices:Task db,Add tasks in ttBox,entity,Taskdb
9,entered tasks will be displayed in the ttBox :user will be prompted to enter sacrifices,Add tasks in ttBox,control,enteredtaskswillbedisplayedinthettBox
10,enters upto 5 tasks page:entered tasks will be displayed in the ttBox ,Add tasks in ttBox,control,enteredtaskswillbedisplayedinthettBox
11,stl#User:enters upto 5 tasks page,Add tasks in ttBox,Stimulus,undefined
12,stl#User:Homepage,Add tasks in ttBox,Stimulus,undefined
