id,element,useCase,type,component
1,Administrator:create meeting option,Create meeting,control,Meeting
2,Administrator:Create meeting screen,Create meeting,control,Meeting
3,Administrator:user already exists toasts,Create meeting,control,UserInfo
4,display the create meeting screen:Attendee Info,Create meeting,control,UserInfo
5,Create meeting screen:Verifies attendee list,Create meeting,entity,Status Notification
6,display the create meeting screen:Create meeting screen,Create meeting,control,Meeting
7,display the create meeting screen:Tasks,Create meeting,entity,Tasks
8,Verifies attendee list:create a meeting,Create meeting,control,Meeting
9,Verifies attendee list:user already exists toasts,Create meeting,control,UserInfo
10,create a meeting:meeting,Create meeting,control,Meeting
11,create meeting option:display the create meeting screen,Create meeting,control,Meeting
12,stl#Administrator:create meeting option,Create meeting,Stimulus,undefined
13,stl#Administrator:Create meeting screen,Create meeting,Stimulus,undefined
14,stl#Administrator:user already exists toasts,Create meeting,Stimulus,undefined
