id,element,useCase,type,component
1,The weight loser:confirmation message,Invite sponsor,control,DonationPage
2,The weight loser:invite sponsor page,Invite sponsor,boundary,InviteSponsorPage
3,The weight loser:error in access facebook information,Invite sponsor,boundary,facebook
4,The weight loser:error message for invlid email id,Invite sponsor,actor,ProfileManagementView
5,The weight loser:Invalid transaction message,Invite sponsor,entity,Transaction
6,The weight loser:invite sponsor link,Invite sponsor,boundary,InviteSponsorPage
7,The weight loser:detaul message sent ot the email,Invite sponsor,actor,ProfileManagementView
8,send emails:email prototocol,Invite sponsor,actor,ProfileManagementView
9,system generates the invitation links:facebook,Invite sponsor,boundary,facebook
10,show confirmation message:sponsors,Invite sponsor,boundary,Sponsor
11,send emails:Invalid transaction message,Invite sponsor,entity,Transaction
12,add sponsor to temparily selected sponsors list:update the transaction status "completed",Invite sponsor,entity,Transaction
13,add sponsor to temparily selected sponsors list:detaul message sent ot the email,Invite sponsor,actor,ProfileManagementView
14,add sponsor to temparily selected sponsors list:error message for invlid email id,Invite sponsor,actor,ProfileManagementView
15,add sponsor to temparily selected sponsors list:temporarily selected sponsors list,Invite sponsor,boundary,Sponsor
16,invite sponsor page:add sponsor to temparily selected sponsors list,Invite sponsor,boundary,InviteSponsorPage
17,show confirmation message:confirmation message,Invite sponsor,control,DonationPage
18,detaul message sent ot the email:system generates the invitation links,Invite sponsor,boundary,InvitationLinkPage
19,system generates the invitation links:error in access facebook information,Invite sponsor,boundary,facebook
20,invite sponsor link:redirect the user to invite sponsor page,Invite sponsor,boundary,InviteSponsorPage
21,redirect the user to invite sponsor page:invite sponsor page,Invite sponsor,boundary,InviteSponsorPage
22,send emails:show confirmation message,Invite sponsor,control,PasswordResetConfirmPage
23,send emails:transaction,Invite sponsor,entity,Transaction
24,system generates the invitation links:send emails,Invite sponsor,actor,ProfileManagementView
25,system generates the invitation links:temporarily selected sponsors list,Invite sponsor,boundary,Sponsor
26,update the transaction status "completed":system generates the invitation links,Invite sponsor,boundary,InvitationLinkPage
27,update the transaction status "completed":transaction,Invite sponsor,entity,Transaction
28,stl#The weight loser:confirmation message,Invite sponsor,Stimulus,undefined
29,stl#The weight loser:invite sponsor page,Invite sponsor,Stimulus,undefined
30,stl#The weight loser:error in access facebook information,Invite sponsor,Stimulus,undefined
31,stl#The weight loser:error message for invlid email id,Invite sponsor,Stimulus,undefined
32,stl#The weight loser:Invalid transaction message,Invite sponsor,Stimulus,undefined
33,stl#The weight loser:invite sponsor link,Invite sponsor,Stimulus,undefined
34,stl#The weight loser:detaul message sent ot the email,Invite sponsor,Stimulus,undefined
