id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
11,stl#User:Delete Photo Model->User:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Event,Delete Photos in Event if Owner,CTRL;EXTCLL;INT,4,2,9,3,36
12,stl#Actor:Delete Photo Model->Actor:Delete Photo Model->Delete Photo Model:Dismiss Delete Photo Model,Delete Photos in Event if Owner,CTRL;EXTCLL;INT,3,0,10.5,2,31.5
13,stl#Actor:Delete Photo Model->Actor:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Photo Collection,Delete Photos in Event if Owner,CTRL;EXTCLL;INT,4,2,11,3,44
14,stl#Actor:Delete Photo Model->Actor:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Handle Deletion Error->Handle Deletion Error:Delete Photo Model->Delete Photo Model:Handle Photo Deletion,Delete Photos in Event if Owner,CTRL,6,4,12,5,72
15,stl#Actor:Delete Photo Model->Actor:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Handle Deletion Error->Handle Deletion Error:Delete Photo Model->Delete Photo Model:Dismiss Delete Photo Model,Delete Photos in Event if Owner,CTRL;EXTCLL;INT,6,3,11.4,5,68.4
16,stl#Actor:Delete Photo Model->Actor:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Event,Delete Photos in Event if Owner,CTRL;EXTCLL;INT,4,2,9,3,36
17,stl#Actor:Event Screen->Actor:Event Screen->Event Screen:Toggle Delete Mode->Toggle Delete Mode:Display Deelete Photo Model->Display Deelete Photo Model:Delete Photo Model->Delete Photo Model:Dismiss Delete Photo Model,Delete Photos in Event if Owner,TRAN_NA,6,1,9,5,54
18,stl#Actor:Event Screen->Actor:Event Screen->Event Screen:Toggle Delete Mode->Toggle Delete Mode:Display Deelete Photo Model->Display Deelete Photo Model:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Photo Collection,Delete Photos in Event if Owner,TRAN_NA,7,3,9.5,6,66.5
19,stl#Actor:Event Screen->Actor:Event Screen->Event Screen:Toggle Delete Mode->Toggle Delete Mode:Display Deelete Photo Model->Display Deelete Photo Model:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Handle Deletion Error->Handle Deletion Error:Delete Photo Model->Delete Photo Model:Handle Photo Deletion,Delete Photos in Event if Owner,TRAN_NA,9,5,10.5,8,94.5
20,stl#Actor:Event Screen->Actor:Event Screen->Event Screen:Toggle Delete Mode->Toggle Delete Mode:Display Deelete Photo Model->Display Deelete Photo Model:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Handle Deletion Error->Handle Deletion Error:Delete Photo Model->Delete Photo Model:Dismiss Delete Photo Model,Delete Photos in Event if Owner,TRAN_NA,9,4,10.125,8,91.125
21,stl#Actor:Event Screen->Actor:Event Screen->Event Screen:Toggle Delete Mode->Toggle Delete Mode:Display Deelete Photo Model->Display Deelete Photo Model:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Event,Delete Photos in Event if Owner,TRAN_NA,7,3,8.5,6,59.5
22,stl#Actor:Event Screen->Actor:Event Screen->Event Screen:Dismiss Delete Photo Model,Delete Photos in Event if Owner,TRAN_NA,3,0,6,2,18
