id,element,useCase,type,component
1,Administrator:pending tasks screen,View Pending Tasks,boundary,Task
2,Administrator:Empty task screen,View Pending Tasks,boundary,Task
3,Administrator:Display pending tasks button,View Pending Tasks,boundary,Task
4,query detail of task and assignee.:Assignee,View Pending Tasks,entity,approvesignupscreen
5,Display pending tasks button:Query task list,View Pending Tasks,boundary,Task
6,Query task list:Empty task screen,View Pending Tasks,boundary,Task
7,Query task list:pending tasks screen,View Pending Tasks,boundary,Task
8,Query task list:Task,View Pending Tasks,boundary,Task
9,query detail of task and assignee.:Task,View Pending Tasks,boundary,Task
10,pending tasks screen:query detail of task and assignee.,View Pending Tasks,boundary,Task
11,stl#Administrator:pending tasks screen,View Pending Tasks,Stimulus,undefined
12,stl#Administrator:Empty task screen,View Pending Tasks,Stimulus,undefined
13,stl#Administrator:Display pending tasks button,View Pending Tasks,Stimulus,undefined
