id,element,useCase,type,component
1,User:Chooses the option to view assign task,View Assigned Task,control,<<entity>>  User  Datastore
2,User:Hompage,View Assigned Task,boundary,Hompage
3,User:Selects a task,View Assigned Task,boundary,Project
4,Chooses the option to view assign task:displays the view assign  tasks screen.,View Assigned Task,control,SignUp Screen
5,Displays tasks details and assignee:Hompage,View Assigned Task,boundary,Hompage
6,Selects a task:Displays tasks details and assignee,View Assigned Task,control,SignUp Screen
7,displays the view assign  tasks screen.:Displays tasks details and assignee,View Assigned Task,control,SignUp Screen
8,stl#User:Chooses the option to view assign task,View Assigned Task,Stimulus,undefined
9,stl#User:Hompage,View Assigned Task,Stimulus,undefined
10,stl#User:Selects a task,View Assigned Task,Stimulus,undefined
