id,element,useCase,type,component
1,User:Create students,Create Students,control,Student Profile 
2,User:Homepage,Create Students,boundary,Homepage
3,Add student information :Database,Create Students,entity,Database
4,Add student information :Dialogue box prompts,Create Students,control,Progress Report
5,Create Student login and add student detail:Add student information ,Create Students,control,Student Profile 
6,Create students:Create Student login and add student detail,Create Students,control,Student Profile 
7,Dialogue box prompts:Create students,Create Students,control,Student Profile 
8,Dialogue box prompts:Homepage,Create Students,boundary,Homepage
9,stl#User:Create students,Create Students,Stimulus,undefined
10,stl#User:Homepage,Create Students,Stimulus,undefined
