id,element,useCase,type,component
1,User:Updated page,edit website content,control,pdfformatisnotvalidmessage
2,User:"Edit Page" button,edit website content,boundary,DeleteButton
3,User:Editable website content form,edit website content,entity,microwebsiteform
4,User:error message,edit website content,control,pdfformatisnotvalidmessage
5,"Edit Page" button:Redirect to "Eidtable Website content form,edit website content,entity,microwebsiteform
6,update the website content:Editable website content form,edit website content,entity,microwebsiteform
7,Redirect to "Eidtable Website content form:update the website content,edit website content,entity,microwebsiteform
8,redirect to the updated page:Updated page,edit website content,control,pdfformatisnotvalidmessage
9,capture html content corrupt error:error message,edit website content,control,pdfformatisnotvalidmessage
10,update the website content:capture html content corrupt error,edit website content,control,capturehtmlcontentcorrupterror
11,update the website content:redirect to the updated page,edit website content,boundary,ViewMarketDirectorAccountsPage
12,update the website content:website content,edit website content,entity,microwebsiteform
13,stl#User:Updated page,edit website content,Stimulus,undefined
14,stl#User:"Edit Page" button,edit website content,Stimulus,undefined
15,stl#User:Editable website content form,edit website content,Stimulus,undefined
16,stl#User:error message,edit website content,Stimulus,undefined
