id,element,useCase,type,component
1,User:Login page,Log in,boundary,ChoosingDegreeProgramPage
2,User:homepage,Log in,boundary,ChoosingDegreeProgramPage
3,User:username or password is wrong,Log in,control,CourseController
4,Login page:retrieve information associated with username,Log in,boundary,SemesterSelectionPlage
5,retrieve information associated with username:homepage,Log in,boundary,ChoosingDegreeProgramPage
6,retrieve information associated with username:username or password is wrong,Log in,control,CourseController
7,retrieve information associated with username:username db,Log in,boundary,SemesterSelectionPlage
8,stl#User:Login page,Log in,Stimulus,undefined
9,stl#User:homepage,Log in,Stimulus,undefined
10,stl#User:username or password is wrong,Log in,Stimulus,undefined
