id,transaction,useCase,transaction_length, boundry_num, control_num, entity_num, actor_num
1,stl#User:role validation failed message->User:role validation failed message,create high level user,2,1,0,0,0
2,stl#User:validation failed message->User:validation failed message,create high level user,2,1,0,0,0
3,stl#User:"Use Management" button->User:"Use Management" button->"Use Management" button:validate the role of user->validate the role of user:return to the user information page->return to the user information page:user information page->user information page:validate the information->validate the information:insert user information->insert user information:user info,create high level user,8,2,4,1,0
4,stl#User:"Use Management" button->User:"Use Management" button->"Use Management" button:validate the role of user->validate the role of user:return to the user information page->return to the user information page:user information page->user information page:validate the information->validate the information:validation failed message,create high level user,7,3,3,0,0
5,stl#User:"Use Management" button->User:"Use Management" button->"Use Management" button:validate the role of user->validate the role of user:role validation failed message,create high level user,4,3,0,0,0
6,stl#User:"Use Management" button->User:"Use Management" button->"Use Management" button:validate the role of user->validate the role of user:user info,create high level user,4,2,0,1,0
7,stl#User:user information page->User:user information page->user information page:validate the information->validate the information:insert user information->insert user information:user info,create high level user,5,0,3,1,0
8,stl#User:user information page->User:user information page->user information page:validate the information->validate the information:validation failed message,create high level user,4,1,2,0,0
