id,element,useCase,type,component
1,User:Homepage,Send Messages to other Language Learner,boundary,Message
2,User:Click send button,Send Messages to other Language Learner,boundary,Client
3,User:Go to the profile of other language learner,Send Messages to other Language Learner,control,Language
4,User:Type message content,Send Messages to other Language Learner,boundary,Message
5,User:Click send message button,Send Messages to other Language Learner,control,Message Service
6,Click send button:System check that message is not empty,Send Messages to other Language Learner,boundary,Message
7,Click send message button:brings Language Learner to send message page,Send Messages to other Language Learner,control,Message Service
8,Go to the profile of other language learner:brings Language Learner to send message page,Send Messages to other Language Learner,control,Message Service
9,show confirmation:Homepage,Send Messages to other Language Learner,boundary,Message
10,System check that message is not empty:System saves message into database and show send successful message,Send Messages to other Language Learner,control,validateusenameandpassword
11,Type message content:System check that message is not empty,Send Messages to other Language Learner,boundary,Message
12,brings Language Learner to send message page:System check that message is not empty,Send Messages to other Language Learner,boundary,Message
13,System saves message into database and show send successful message:show confirmation,Send Messages to other Language Learner,control,confirmlogoutbutton
14,System saves message into database and show send successful message:message db,Send Messages to other Language Learner,boundary,Message
15,System saves message into database and show send successful message:logs Language Learner into the system,Send Messages to other Language Learner,control,Language
16,logs Language Learner into the system:show confirmation,Send Messages to other Language Learner,control,confirmlogoutbutton
17,stl#User:Homepage,Send Messages to other Language Learner,Stimulus,undefined
18,stl#User:Click send button,Send Messages to other Language Learner,Stimulus,undefined
19,stl#User:Go to the profile of other language learner,Send Messages to other Language Learner,Stimulus,undefined
20,stl#User:Type message content,Send Messages to other Language Learner,Stimulus,undefined
21,stl#User:Click send message button,Send Messages to other Language Learner,Stimulus,undefined
