NUM,PROJ,Tran_Num,UseCase_Num,Activity_Num,Actor_Num,Avg_Actor,Boundary_Num,ControlNum,Entity_Num,Component_num,Attribute_num,Operation_num,class_num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD,Arch_Diff,Type,Effort_Norm,Norm_Factor,KSLOC,Effort,UAW,TCF,EF,Simple_UC, Average_UC, Complex_UC, Effort_Norm_UCP, Effort_Norm_COCOMO, UUCP, UCP,EUCP,EXUCP,DUCP,SWTI,SWTII,SWTIII,NOET,NOAAE,NORT,NEM,NSR,NOA,NOS,WMC,MPC,NOCH,DIT,CBO,NIVPC,NUMS,NCI,NCIF,RR,NTLC,ANWMC,ADIT,NOCPBC,EIF,ILF,DET,FTR,NT,NOC,NOA,NOA,NOUC,NOR,ANAPUC,ANRPUC,UCP,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCAL,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT,Num_User_Story, Num_Tasks, project_manager_estimate, developer_estimate,transaction_file
1,F13a_City_of_LosAngeles_Public_Safety_Applicant_Resource_Center,1,22,2,0,0,0,0,11,1,1,6,11,11,0,0,0,0,9,0,0,0,6,0,0.5454545454545454,0.09090909090909091,0.8181818181818182,0,0,0,0.09090909090909091,0.6,0,0,0,0,0,1,0,0,0,1,2,1,2,Unknown,NA,NA,NA,NA,0,1,1,11,0,0,0,0,55,55,10,9,7,10,9,7,0,1,0,6,6,0,11,0.6,0.5454545454545454,0,0,0,0.09090909090909091,0,0,0,0,11,0.05454545454545454,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,11,0,0,0,6,9,1,0,0.5454545454545454,0.8181818181818182,0.09090909090909091,0,0,11,0.09090909090909091,0,0,0,0,0.8181818181818182,6,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\F13a_City_of_LosAngeles_Public_Safety_Applicant_Resource_Center/2018-7-14@1534286783011\transactionAnalytics.csv
1,F13a_LiveRiot_Video_Editing_System_and_socialNetworking_enhancement,189,50,296,0,0,89,264,20,224,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,90,0,16,99,90,10.6,6.378067655983808,67.60751715342836,Unknown,NA,NA,NA,NA,0,1,1,10,0,15,0,0,275,275,205,224,215,205,224,215,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,25,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\F13a_LiveRiot_Video_Editing_System_and_socialNetworking_enhancement/2018-7-14@1534286783018\transactionAnalytics.csv
1,F13a_Cityof_LosAngeles_Personnel_Department_Mobile_Applications,59,14,111,2,0,40,82,24,87,23,30,24,24,0,0,0,0,29,0,0,0,30,1,1.25,0.9583333333333334,1.2083333333333333,0,0,0,0.9583333333333334,2.9999999999999996,0,0,0,7,0,19,2,7,40,19,18.210526315789473,3.478445449082568,63.34432238855623,Unknown,NA,NA,NA,NA,0,1,1,0,4,3,0,0,85,85,75,73,72,75,73,72,0,23,0,30,30,0,7,2.9999999999999996,1.25,0,0,0,0.9583333333333334,0,0,0,0,24,0.12499999999999999,0,0,0,0,0,0,6,24,0,0,7,0,0,0,0,24,0,0,0,30,29,23,0,1.25,1.2083333333333333,0.9583333333333334,0,0,24,0.9583333333333334,0,0,0,0,1.2083333333333333,30,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\F13a_Cityof_LosAngeles_Personnel_Department_Mobile_Applications/2018-7-14@1534286783016\transactionAnalytics.csv
1,F13a_Mission_Science_Information_and Data_Management_System,39,20,84,0,0,42,24,14,60,25,0,14,14,0,0,0,0,0,0,0,0,0,5,0,1.7857142857142858,0,0,0,0,1.7857142857142858,0,0,0,0,18,0,21,0,18,18,21,6.571428571428571,3.5004329004329007,23.002844774273346,Unknown,NA,NA,NA,NA,0,1,1,2,7,1,0,0,95,95,90,86,70,90,86,70,0,25,0,0,0,0,10,0,0,0,0,0,1.7857142857142858,0,0,0,0,14,0,0,0,0,0,0,0,5,14,0,0,10,0,0,0,0,14,0,0,0,0,0,25,0,0,0,1.7857142857142858,0,0,14,1.7857142857142858,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\F13a_Mission_Science_Information_and Data_Management_System/2018-7-14@1534286783020\transactionAnalytics.csv
1,F13a_OnlineWedding_Management_System,88,30,179,0,0,68,54,20,131,37,7,20,20,0,0,0,0,0,0,0,0,7,6,0.35,1.85,0,0,0,0,1.85,0.6,0,0,0,28,0,52,0,28,36,52,6.9423076923076925,4.786701027890286,33.23075136669988,Unknown,NA,NA,NA,NA,0,1,1,1,8,6,0,0,175,175,205,203,182,205,203,182,0,37,0,7,7,0,15,0.6,0.35,0,0,0,1.85,0,0,0,0,20,0.03,0,0,0,0,0,0,2,20,0,0,15,0,0,0,0,20,0,0,0,7,0,37,0,0.35,0,1.85,0,0,20,1.85,0,0,0,0,0,7,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\F13a_OnlineWedding_Management_System/2018-7-14@1534286783020\transactionAnalytics.csv
1,F13a_LA_Commons_upgradeof_website,81,22,172,0,0,78,72,15,126,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,28,0,17,53,28,13.535714285714286,4.952636659112388,67.03747477869983,Unknown,NA,NA,NA,NA,0,1,1,0,2,9,0,0,155,155,165,170,162,165,170,162,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,8,15,0,0,11,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\F13a_LA_Commons_upgradeof_website/2018-7-14@1534286783017\transactionAnalytics.csv
1,F13a_MedFRS_Device_Diagnostic_Software,281,36,397,0,0,183,200,20,300,32,20,20,20,0,0,0,0,3,0,0,0,20,6,1,1.6,0.15,0,0,0,1.6,1.2,0,0,0,32,0,64,0,32,217,64,26.71875,6.192298701494711,165.4504809305618,Unknown,NA,NA,NA,NA,0,1,1,1,0,17,0,0,260,260,260,273,275,260,273,275,0,32,0,20,20,0,18,1.2,1,0,0,0,1.6,0,0,0,0,20,0.06,0,0,0,0,0,0,19,20,0,0,18,0,0,0,0,20,0,0,0,20,3,32,0,1,0.15,1.6,0,0,20,1.6,0,0,0,0,0.15,20,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\F13a_MedFRS_Device_Diagnostic_Software/2018-7-14@1534286783018\transactionAnalytics.csv
1,S13b_PTS_RID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\S13b_PTS_RID/2018-7-14@1534286783022\transactionAnalytics.csv
1,F13a_Yanomamo Interactive CDROM,31,18,79,0,0,47,16,13,55,10,7,13,13,0,0,0,0,0,0,0,0,7,4,0.5384615384615384,0.7692307692307693,0,0,0,0,0.7692307692307693,0.8999999999999999,0,0,0,14,0,18,0,14,13,18,5.333333333333333,4.057142857142858,21.63809523809524,Unknown,NA,NA,NA,NA,0,1,1,5,3,1,0,0,70,70,95,93,88,95,93,88,0,10,0,7,7,0,9,0.8999999999999999,0.5384615384615384,0,0,0,0.7692307692307693,0,0,0,0,13,0.06923076923076922,0,0,0,0,0,0,2,13,0,0,9,0,0,0,0,13,0,0,0,7,0,10,0,0.5384615384615384,0,0.7692307692307693,0,0,13,0.7692307692307693,0,0,0,0,0,7,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\F13a_Yanomamo Interactive CDROM/2018-7-14@1534286783023\transactionAnalytics.csv
1,F13a_Spherical_Modeling_Tool,159,46,332,0,0,64,312,36,252,15,64,36,36,0,0,0,0,1,0,1,0,64,0,1.7777777777777777,0.4166666666666667,0.027777777777777776,0,0.027777777777777776,0,0.4166666666666667,7.499999999999997,0,0,0,18,0,83,0,18,76,83,9.240963855421686,3.1460893595548556,29.07289805757318,Unknown,NA,NA,NA,NA,0,1,1,2,4,17,0,0,305,305,295,286,267,295,286,267,0,15,1,64,64,0,23,7.499999999999997,1.7777777777777777,0,0,0,0.4166666666666667,0,0,0,0,36,0.20833333333333326,0,0,0,0,0,0,7,36,0,0,23,0,0,0,0,36,0,0,1,64,1,15,0,1.7777777777777777,0.027777777777777776,0.4166666666666667,0,0,36,0.4166666666666667,0,0,0,0,0.027777777777777776,64,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2013-2014\XMIs\F13a_Spherical_Modeling_Tool/2018-7-14@1534286783021\transactionAnalytics.csv
