id,element,useCase,type,component
1,User:Account create page,Create a new account,boundary,saveuseraccount
2,User:invalid input information,Create a new account,control,invalidinputinformation
3,User:user profile page,Create a new account,boundary,saveuseraccount
4,Account create page:validate input information,Create a new account,control,invalidinputinformation
5,save user account:account,Create a new account,boundary,saveuseraccount
6,validate input information:invalid input information,Create a new account,control,invalidinputinformation
7,save user account:user profile page,Create a new account,boundary,saveuseraccount
8,validate input information:save user account,Create a new account,boundary,saveuseraccount
9,stl#User:Account create page,Create a new account,Stimulus,undefined
10,stl#User:invalid input information,Create a new account,Stimulus,undefined
11,stl#User:user profile page,Create a new account,Stimulus,undefined
