id,element,useCase,type,component
1,User:light instruction create panel,Create light instructions,entity,lightinstructioncreatepanel
2,User:parameter set dialog,Create light instructions,control,parametersetdialog
3,User:Program is updated message,Create light instructions,control,Compilingprogressbar
4,save parameters:Program is updated message,Create light instructions,control,Compilingprogressbar
5,change the parameters of the elements:save parameters,Create light instructions,control,parametersetdialog
6,parameter set dialog:change the parameters of the elements,Create light instructions,control,parametersetdialog
7,display the dragged and dropped instructions:popup parameter change dialog,Create light instructions,control,parametersetdialog
8,light instruction create panel:display the dragged and dropped instructions,Create light instructions,entity,lightinstructioncreatepanel
9,save parameters:light,Create light instructions,entity,lightinstructioncreatepanel
10,popup parameter change dialog:parameter set dialog,Create light instructions,control,parametersetdialog
11,stl#User:light instruction create panel,Create light instructions,Stimulus,undefined
12,stl#User:parameter set dialog,Create light instructions,Stimulus,undefined
13,stl#User:Program is updated message,Create light instructions,Stimulus,undefined
