id,element,useCase,type,outboundDegree,inboundDegree
1,Administrator:Admin Login Page,Admin Login,0,undefined,undefined
2,Administrator:Transaction Log Page,Admin Login,0,undefined,undefined
3,Admin Login Page:Display locked account message,Admin Login,0,undefined,undefined
4,Admin Login Page:Enter username and password,Admin Login,0,undefined,undefined
5,Admin Login Page:Display Password Reset Page,Admin Login,0,undefined,undefined
6,Admin Login Page:Display Invalid Username Password Message,Admin Login,0,undefined,undefined
7,Display login page:Admin Login Page,Admin Login,0,undefined,undefined
8,Display Home Page:Admin home page,Admin Login,0,undefined,undefined
9,display partner list:Admin home page,Admin Login,0,undefined,undefined
10,Admin password reset page:Enter email address,Admin Login,0,undefined,undefined
11,Display Password Reset Page:Admin password reset page,Admin Login,0,undefined,undefined
12,Direct to modify:Dispute Redemption Page,Admin Login,0,undefined,undefined
13,Direct to modify:Transaction DB,Admin Login,0,undefined,undefined
14,Display transactions:Direct to modify,Admin Login,0,undefined,undefined
15,Validate user:Display Home Page,Admin Login,0,undefined,undefined
16,Display Invalid Email Message:Error message popup,Admin Login,0,undefined,undefined
17,Enter email address:Display Invalid Email Message,Admin Login,0,undefined,undefined
18,Display Invalid Username Password Message:Validate user,Admin Login,0,undefined,undefined
19,Display Password Reset Page:Partner Info,Admin Login,0,undefined,undefined
20,Display connection error message:System message page,Admin Login,0,undefined,undefined
21,Display transactions:Display connection error message,Admin Login,0,undefined,undefined
22,Transaction Log Page:Display connection error message,Admin Login,0,undefined,undefined
23,Display no transactions message:System message page,Admin Login,0,undefined,undefined
24,Display transactions:Display no transactions message,Admin Login,0,undefined,undefined
25,Display pritner failure message:System message page,Admin Login,0,undefined,undefined
26,Display transactions:Display pritner failure message,Admin Login,0,undefined,undefined
27,Display transactions:Retrieve and print,Admin Login,0,undefined,undefined
28,Display transactions:Retrieve transactions,Admin Login,0,undefined,undefined
29,Display transactions:Retrieve selected transactions,Admin Login,0,undefined,undefined
30,Transaction Log Page:Display transactions,Admin Login,0,undefined,undefined
31,Validate user:Enter email address,Admin Login,0,undefined,undefined
32,Enter username and password:Validate user,Admin Login,0,undefined,undefined
33,Enter username and password:Partner List,Admin Login,0,undefined,undefined
34,Partner Info:display partner list,Admin Login,0,undefined,undefined
35,Validate user:Partner Info,Admin Login,0,undefined,undefined
36,Retrieve and print:Transaction DB,Admin Login,0,undefined,undefined
37,Retrieve selected transactions:Transaction DB,Admin Login,0,undefined,undefined
38,Retrieve transactions:Transaction DB,Admin Login,0,undefined,undefined
39,stl#Administrator:Admin Login Page,Admin Login,0,undefined,undefined
40,stl#Administrator:Transaction Log Page,Admin Login,0,undefined,undefined
